date,temp,ws,wd,pm10
9/5/2012 0:00,27.3,3.4,245.4,17
9/6/2012 0:00,26.5,3.2,233.5,22
9/7/2012 0:00,25.7,4.3,242.9,22
9/8/2012 0:00,16.4,6.1,70.2,13
9/9/2012 0:00,20.1,4.1,85.1,17
9/10/2012 0:00,22.8,2.1,147,21
9/11/2012 0:00,22.9,3.3,254.4,35
9/12/2012 0:00,21.8,3.5,256.6,9
9/13/2012 0:00,19.1,8.8,53,51
9/14/2012 0:00,16.8,5,89.6,15
9/15/2012 0:00,16.8,1.6,131,15
9/16/2012 0:00,21,3.7,247.2,15
9/17/2012 0:00,23.4,4.7,262.3,18
9/18/2012 0:00,22.6,3.2,78.8,36
9/19/2012 0:00,22.4,1.4,249.1,35
9/20/2012 0:00,23.4,2,254.1,24
9/21/2012 0:00,24.2,1.8,38.9,27
9/22/2012 0:00,24.1,1.9,109.3,26
9/23/2012 0:00,23.8,2.6,71.5,24
9/24/2012 0:00,22.6,2.1,261.1,31
9/25/2012 0:00,22.8,2.3,257.5,28
9/26/2012 0:00,22.2,1.7,207.8,43
9/27/2012 0:00,22.2,1.1,89.5,48
9/28/2012 0:00,17.6,2.2,48.6,15
9/29/2012 0:00,19.1,1.2,205.3,49
9/30/2012 0:00,21.1,2,244.5,58
10/1/2012 0:00,21.7,2.3,94.9,12
10/2/2012 0:00,22,3.6,301.2,15
10/3/2012 0:00,23.8,5,269.7,20
10/4/2012 0:00,21.9,3.9,256.6,22
10/5/2012 0:00,21.6,4.1,262.1,18
10/6/2012 0:00,21.1,3.2,261.3,17
10/7/2012 0:00,17.5,3.2,139.3,35
10/8/2012 0:00,18.9,2.9,287.9,20
10/9/2012 0:00,20,3,260.5,18
10/10/2012 0:00,19.9,1.5,204.8,28
10/11/2012 0:00,18.1,1.8,10.4,23
10/12/2012 0:00,20,5.1,244.5,34
10/13/2012 0:00,15.4,4,262.2,13
10/14/2012 0:00,17.9,3.3,68.9,15
10/15/2012 0:00,18,2.5,84.6,20
10/16/2012 0:00,18.3,2.7,246.4,19
10/17/2012 0:00,20.1,4.8,259.1,25
10/18/2012 0:00,20.4,3.8,256.7,24
10/19/2012 0:00,18.7,1.6,252.9,25
10/20/2012 0:00,20.2,2.9,252,26
10/21/2012 0:00,18.2,3.3,244.3,37
10/22/2012 0:00,17.3,3.1,263.4,17
10/23/2012 0:00,18.3,2.4,251.3,20
10/24/2012 0:00,18.6,4.5,266.4,24
10/25/2012 0:00,16.1,2.5,252.3,22
10/26/2012 0:00,12.5,5.8,79.2,33
10/27/2012 0:00,10,2.5,75.7,27
10/28/2012 0:00,12.8,1.4,300.7,31
10/29/2012 0:00,15.6,2.4,267,23
10/30/2012 0:00,15.8,2.7,247.7,23
10/31/2012 0:00,15.2,1.2,274.3,40
11/1/2012 0:00,15.9,1.6,259,31
11/2/2012 0:00,16,2,270.7,34
11/3/2012 0:00,15.6,1.8,261.1,26
11/4/2012 0:00,15.1,1.7,232,23
11/5/2012 0:00,15.4,1.8,291,27
11/6/2012 0:00,15.7,1.2,293.9,34
11/7/2012 0:00,15.9,1.7,288.7,33
11/8/2012 0:00,16.5,2.9,273.5,44
11/9/2012 0:00,16.2,3.5,238.5,16
11/10/2012 0:00,11.9,6.1,261.2,48
11/11/2012 0:00,6,4.8,306,11
11/12/2012 0:00,5.5,4.2,81.6,13
11/13/2012 0:00,8,2.7,87.5,22
11/14/2012 0:00,8.8,2.6,34.2,24
11/15/2012 0:00,11.5,2.2,49,26
11/16/2012 0:00,13.1,2.8,68.1,40
11/17/2012 0:00,12.3,1.4,342.5,44
11/18/2012 0:00,12.6,2.3,250.2,14
11/19/2012 0:00,11.4,1.3,268.6,8
11/20/2012 0:00,11.8,2.8,73.4,12
11/21/2012 0:00,15.5,2,82.6,17
11/22/2012 0:00,13.7,2.4,280.1,16
11/23/2012 0:00,11.3,4.8,83.6,33
11/24/2012 0:00,9.5,1.9,75.2,30
11/25/2012 0:00,11.3,2.3,275.6,20
11/26/2012 0:00,11.6,2.6,265.7,21
11/27/2012 0:00,9.9,3.1,70.3,48
11/28/2012 0:00,11.7,2.2,59,34
11/29/2012 0:00,11.9,3.4,253.1,24
11/30/2012 0:00,12.1,3.3,247.3,19
12/1/2012 0:00,12.1,3.3,242.2,16
12/2/2012 0:00,12,2.4,263.1,18
12/3/2012 0:00,12.7,4.3,265.8,21
12/4/2012 0:00,11.4,3.1,67.5,14
12/5/2012 0:00,10.1,1.5,259.6,42
12/6/2012 0:00,12.4,3.2,261.6,21
12/7/2012 0:00,11.2,3.8,253.6,25
12/8/2012 0:00,9.7,4.4,257.4,21
12/9/2012 0:00,8.9,6.4,275.3,75
12/10/2012 0:00,2.4,2,246.3,25
12/11/2012 0:00,3,1.5,269.9,29
12/12/2012 0:00,3.9,1.5,301.6,33
12/13/2012 0:00,7.5,2,75.6,28
12/14/2012 0:00,6.2,5.1,281.3,9
12/15/2012 0:00,6.1,4.7,253.1,4
12/16/2012 0:00,5.7,6,271.6,12
12/17/2012 0:00,4.6,4.1,248.7,4
12/18/2012 0:00,7.8,3.3,245.2,6
12/19/2012 0:00,6.3,8,275.7,381
12/20/2012 0:00,0.2,3.6,77.6,8
12/21/2012 0:00,3.8,3.6,75.6,11
12/22/2012 0:00,6.1,1.7,278.2,23
12/23/2012 0:00,7.4,3.1,264.6,12
12/24/2012 0:00,7,5.1,257.4,13
12/25/2012 0:00,6.3,4,318.1,5
12/26/2012 0:00,3.6,2.3,38.7,18
12/27/2012 0:00,3.3,5.2,271.8,10
12/28/2012 0:00,1.5,2.9,264.6,7
12/29/2012 0:00,3.1,4.8,76.5,8
12/30/2012 0:00,5.8,4.2,69.7,18
12/31/2012 0:00,2.5,5.6,260.4,3
1/1/2013 0:00,-0.1,1.7,220.1,5
1/2/2013 0:00,1.7,4.2,65,4
1/3/2013 0:00,-1.1,6.3,75.8,21
1/4/2013 0:00,-1.6,2.6,135.4,4
1/5/2013 0:00,-4.8,1.2,98.1,5
1/6/2013 0:00,-2,2.9,85.1,7
1/7/2013 0:00,5.6,5,69.8,5
1/8/2013 0:00,8.2,1.9,307.2,8
1/9/2013 0:00,9.6,6.1,48.7,26
1/10/2013 0:00,6.6,2.5,227,18
1/11/2013 0:00,5.1,7.2,264.8,61
1/12/2013 0:00,-2.5,4,270.2,10
1/13/2013 0:00,-4.6,1.2,260.9,9
1/14/2013 0:00,-4.2,2.8,293.4,10
1/15/2013 0:00,-3.8,1.6,265.8,10
1/16/2013 0:00,-1.8,1.4,305.3,14
1/17/2013 0:00,3.7,4.4,91.2,15
1/18/2013 0:00,5.3,2.2,89.4,19
1/19/2013 0:00,5.6,1.8,34.6,17
1/20/2013 0:00,6.8,1.7,327.9,14
1/21/2013 0:00,9.1,1.8,95.2,20
1/22/2013 0:00,8.5,1.3,248.2,25
1/23/2013 0:00,9.2,1.8,278.2,30
1/24/2013 0:00,11,2.3,266.2,23
1/25/2013 0:00,13.2,1.6,208.3,19
1/26/2013 0:00,11.7,2,248.2,7
1/27/2013 0:00,10.1,2.6,243.3,5
